hotel,price,score,avg review,reviews count,image_links,hotel_url,popular_facilities,city,country,description
Hotel City Piriápolis,US$120,"8,6",Fabuloso,672,https://cf.bstatic.com/xdata/images/hotel/max1024x768/323510663.webp?k=38db72d554c3e2b18ba66957c316565506def8e2c40f83b1507f2d3035f69da4&o=,https://www.booking.com/hotel/uy/city-piria-polis.es.html?aid=2410095,"Snack-bar, Secadora de ropa, Suelo de madera o parquet, Terraza / solárium, Prohibido fumar en todo el alojamiento, Español, Aire acondicionado, Cafetería en el alojamiento, Juegos de mesa / puzles, TV, Armario, Bidet, Servicio de conserjería, Bar, Secador de pelo, Salas de reuniones / banquetes, Detectores de humo, Para todas las edades, Masajes, Terraza, Zona TV / salón de uso compartido, Muy buen desayuno, Mobiliario exterior, WiFi gratis, Baño privado, Masaje de espalda, Almuerzos para llevar, Recepción 24 horas, Servicio de despertador, Caja fuerte, Zona de pícnic, Juguetes para la piscina, Minibar, Parking gratis, Restaurante, WC, Canales por cable, Playa, Guardaequipaje, Habitaciones familiares, Toallas de playa/piscina, Información turística, Situado frente a la playa, Sombrillas, Masaje de cuello, Inglés, Piscina climatizada, Ducha, Eventos deportivos en directo (emisión), Ventilador, Menús para dietas especiales (bajo petición), Piscina interior, TV de pantalla plana, Calefacción, Abierta todo el año, Habitaciones sin humo, Extintores, Masaje corporal completo",Piriápolis,Uruguay,"Este hotel, situado a orillas del mar, ofrece vistas al mar y a las colinas y dispone de habitaciones decoradas de forma sencilla, con conexión WiFi gratuita. Hay aparcamiento privado gratuito.

Las habitaciones del Hotel City Piriápolis presentan una decoración sencilla y están equipadas con TV por cable, minibar y baño privado con ducha. Algunas tienen balcón y vistas al mar. Hay servicio de lavandería.

El Piriápolis City Hotel está a 8 calles del parque La Cascada, con su famosa cascada de 5 metros. La estación de autobuses de Piriápolis se encuentra a 9 calles.

El aeropuerto de Jaguel está a 34 km del hotel. La recepción está abierta las 24 horas."
Hotel Rivadavia,US$80,"8,0",Muy bien,1.581,https://cf.bstatic.com/xdata/images/hotel/max1024x768/38425454.webp?k=566e7e0a08bb76f5c3f0ffcd0c7c1ae7f7f05fb8f90ddf53696e5d6fe8e3a540&o=,https://www.booking.com/hotel/uy/rivadavia.es.html?aid=2410095,"Zona poco profunda, Español, Aire acondicionado, Seguridad 24 horas, TV, Papel higiénico, Armario, Suelo de baldosa / mármol, Bidet, Acceso a pisos superiores solo mediante escaleras, Detectores de humo, Horario de apertura, Para todas las edades, WiFi gratis, Baño privado, Servicio de limpieza diario, Parking en un garaje, Piscina pequeña, Enchufe cerca de la cama, Minibar, Parking gratis, Canales por cable, Playa, Habitaciones familiares, Bañera o ducha, Situado frente a la playa, Ropa de cama, Inglés, Piscina climatizada, Ducha, Toallas, Piscina interior, Calefacción, Abierta todo el año, Extintores, Proporciona factura",Piriápolis,Uruguay,"El Hotel Rivadavia está ubicado en el centro de Piriápolis, frente a la playa, y ofrece habitaciones confortables. Hay WiFi gratuita.

Las habitaciones del Hotel Rivadavia disponen de TV por cable y baño totalmente equipado. Algunas tienen aire acondicionado y balcón con vistas al mar.

Cuenta con recepción 24 horas, salón común, mostrador de información turística y consigna de equipaje. Se ofrece aparcamiento gratuito en una zona cercana (bajo petición y sujeto a disponibilidad).

El Hotel Rivadavia se encuentra a 200 metros del casino."
Hotel Esmeralda,US$80,"7,1",Bien,407,https://cf.bstatic.com/xdata/images/hotel/max1024x768/79179709.webp?k=8e491da4ac1a4258e9d05a206ec6adc1c1e39bf732162f41b7b5e8c75d6fa6f3&o=,https://www.booking.com/hotel/uy/esmeralda.es.html?aid=2410095,"Desayuno, Prohibido fumar en todo el alojamiento, Español, Aire acondicionado, Ascensor, Servicio de conserjería, Ping pong, Para todas las edades, Terraza, Zona TV / salón de uso compartido, Sala de juegos, WiFi gratis, De temporada, Caja fuerte, Recepción 24 horas, Parking gratis, Guardaequipaje, Información turística, Jardín, Calefacción, Habitaciones sin humo, Adaptado personas de movilidad reducida, Piscina al aire libre",Piriápolis,Uruguay,"Hotel Esmeralda está en Piriápolis, a pocos pasos de Playa de Piriápolis, y dispone de alojamiento con piscina de temporada al aire libre, parking privado gratis, jardín y salón de uso común. El alojamiento se encuentra a 40 km de Estación de autobús de Punta del Este, a 41 km de The Fingers beach y a 40 km de Feria Artesanal. El hotel ofrece terraza, recepción 24 horas y wifi gratis.

Puerto de Punta del Este está a 41 km del alojamiento, y Isla Gorriti está a 41 km. El aeropuerto (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 21 km."
Hotel Timbó,US$60,"8,9",Fabuloso,82,https://cf.bstatic.com/xdata/images/hotel/max1024x768/21542238.webp?k=d6ea59a482796ba23c04854804877f4e61a224627b8f73266065ed7593a5e771&o=,https://www.booking.com/hotel/uy/timbo.es.html?aid=2410095,"Registro de entrada / salida privado, Prohibido fumar en todo el alojamiento, Español, Aire acondicionado, TV, Papel higiénico, Armario, Servicio de conserjería, Acceso a pisos superiores solo mediante escaleras, Secador de pelo, Cámaras de seguridad fuera del alojamiento, Cámaras de seguridad en las zonas comunitarias, Detectores de humo, Portugués, WiFi gratis, Baño privado, Servicio de limpieza diario, Caja fuerte, Servicio de despertador, Tarjeta de acceso, Minibar, WC, Guardaequipaje, Habitaciones familiares, Bañera o ducha, Información turística, Ropa de cama, Inglés, Ducha, Toallas, TV de pantalla plana, Calefacción, Habitaciones sin humo, Extintores, Proporciona factura",Piriápolis,Uruguay,"El Timbó está situado en el centro de Piriápolis, a solo 40 metros de La Rambla, la zona de playa de la ciudad, y ofrece habitaciones cómodas con conexión Wi-Fi gratuita.

Las habitaciones del Hotel Timbó están equipadas con TV de pantalla plana, aire acondicionado y minibar. El baño privado incluye ducha y secador de pelo. También incluyen caja fuerte.

El Hotel Timbó dispone de recepción 24 horas por WhatsApp y a partir de las 10:00. hasta las 17:00. con personal en el establecimiento. También hay mostrador de información turística.

El aeropuerto de Punta del Este está a 20 km."
Hostel Mar y Campo,US$30,"9,6",Excepcional,100,https://cf.bstatic.com/xdata/images/hotel/max1024x768/229806285.webp?k=9e31fa75ccb47e6739c05e066ba5a6a1c74bb7cb0fcb179cf6162c1a1f0094eb&o=,https://www.booking.com/hotel/uy/mar-y-campo.es.html?aid=2410095,"Snack-bar, Barbacoa, Sueco, Desayuno, Llave de acceso, Alquiler de bicicletas, Baño compartido, Prohibido fumar en todo el alojamiento, Español, Seguridad 24 horas, Cenas temáticas, Papel higiénico, Servicio de traslado, Servicio de lavandería, Bar, Secador de pelo, Cámaras de seguridad fuera del alojamiento, Terraza, Mobiliario exterior, WiFi gratis, Pesca, Servicio de limpieza diario, Recepción 24 horas, Traslado aeropuerto, Parking gratis, Traslado aeropuerto (gratis), WC, Playa, Guardaequipaje, Información turística, Inglés, Ducha, Senderismo, Jardín, Menús para dietas especiales (bajo petición), Cocina compartida, Extintores",Piriápolis,Uruguay,"Hostel Mar y Campo, que cuenta con jardín, terraza, bar y wifi gratis, se encuentra en Piriápolis, a 1,9 km de Playa de Piriápolis y a 40 km de Estación de autobús de Punta del Este. El alojamiento está a unos 41 km de The Fingers beach, a 40 km de Feria Artesanal y a 41 km de Puerto de Punta del Este. El alojamiento ofrece cocina compartida, recepción 24 horas y servicio de organización de tours.

El baño compartido está equipado con ducha y secador de pelo.

Isla Gorriti está a 41 km del alojamiento, y Casapueblo está a 29 km. El aeropuerto más cercano (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 19 km del alojamiento."
Gran Colonial Riviera,US$75,"6,6",Puntuación,733,https://cf.bstatic.com/xdata/images/hotel/max1024x768/123260205.webp?k=1efa59f9bed911b03d1dbfbfff8b14f6099220d71c728519e2e56f5b5f34f8fe&o=,https://www.booking.com/hotel/uy/gran-colonial-riviera.es.html?aid=2410095,"Barbacoa, Desayuno, Español, Aire acondicionado, Papel higiénico, Armario, Perchero, Zona de fumadores, Servicio de conserjería, Terraza, Zona TV / salón de uso compartido, Portugués, Toallas / sábanas (por un suplemento), Baño privado, Servicio de limpieza diario, De temporada, Recepción 24 horas, Caja fuerte, Enchufe cerca de la cama, Parking gratis, Canales por cable, Playa, Guardaequipaje, Habitaciones familiares, Bañera o ducha, Situado frente a la playa, Información turística, Ropa de cama, Inglés, Jardín, Toallas, TV de pantalla plana, Calefacción, Habitaciones sin humo, Piscina infantil, Piscina al aire libre",Piriápolis,Uruguay,"El Gran Colonial Riviera goza de una ubicación estratégica frente a la playa, en Piriápolis. Ofrece conexión WiFi gratuita, un bonito jardín y piscina exterior.

El Gran Colonial Rivera dispone de habitaciones con vistas maravillosas, aire acondicionado, baño privado y TV.

El hotel cuenta con jardín, zona de barbacoa y zona de salón acogedora.

El aparcamiento es gratuito. El aeropuerto internacional de Carrasco está a 68 km."
Edificio Sagasti,US$95,"8,0",Muy bien,134,https://cf.bstatic.com/xdata/images/hotel/max1024x768/118683778.webp?k=02b4c49886a1f9ae49db912f8be014928037b3a04bc46c621da2c8432d747b76&o=,https://www.booking.com/hotel/uy/edificio-sagasti.es.html?aid=2410095,"Registro de entrada / salida privado, Llave de acceso, Español, Aire acondicionado, Cafetería en el alojamiento, Juegos de mesa / puzles, Seguridad 24 horas, Zona de fumadores, Servicio de conserjería, Servicio de lavandería, Cámaras de seguridad fuera del alojamiento, Cámaras de seguridad en las zonas comunitarias, Detectores de humo, Terraza, Zona TV / salón de uso compartido, Mobiliario exterior, Cambio de moneda, Recepción 24 horas, Caja fuerte, Chimenea exterior, Servicio de planchado, Playa, Guardaequipaje, Sombrillas, Información turística, Alarma de seguridad, WiFi en todo el alojamiento, Habitaciones sin humo, Extintores",Piriápolis,Uruguay,"Edificio Sagasti está en Piriápolis, a pocos pasos de Playa de Piriápolis y a 2,9 km de Playa Grande. Este alojamiento, que tiene servicio de conserjería, también ofrece terraza. El alojamiento dispone de salón de uso común, recepción 24 horas y cambio de moneda.

Estación de autobús de Punta del Este está a 40 km del alojamiento, y The Fingers beach está a 41 km. El aeropuerto (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 21 km."
Hotel Atlantico,US$75,"6,6",Puntuación,326,https://cf.bstatic.com/xdata/images/hotel/max1024x768/171918661.webp?k=c5179937743517a9132f69340f877f22d524cbc37a82a41ded2157812686c3f9&o=,https://www.booking.com/hotel/uy/atlantico-piriapolis.es.html?aid=2410095,"Desayuno, Español, Aire acondicionado, Cafetería en el alojamiento, Nevera, Seguridad 24 horas, TV, Papel higiénico, Armario, Perchero, Zona de fumadores, Suelo de baldosa / mármol, Acceso a pisos superiores solo mediante escaleras, Salas de reuniones / banquetes, Cámaras de seguridad fuera del alojamiento, Cámaras de seguridad en las zonas comunitarias, Detectores de humo, Zona de comedor, Baño privado, Servicio de limpieza diario, Recepción 24 horas, Enchufe cerca de la cama, Toda la unidad en la planta baja, WC, Canales por cable, Sombrillas, Habitaciones familiares, Bañera o ducha, Tumbonas/sillas de playa, Ropa de cama, Ducha, Ventilador, Detector de monóxido de carbono, Toallas, Menús para dietas especiales (bajo petición), TV de pantalla plana, Alarma de seguridad, Calefacción, Habitaciones sin humo, Extintores, Servicio de habitaciones",Piriápolis,Uruguay,"Hotel Atlantico está a pocos pasos de Playa de Piriápolis y ofrece habitaciones con aire acondicionado en Piriápolis. El alojamiento está a unos 2,8 km de Playa Grande, a 40 km de Estación de autobús de Punta del Este y a 41 km de The Fingers beach. El alojamiento dispone de servicio de habitaciones y recepción 24 horas.

En el hotel, cada habitación dispone de armario, TV de pantalla plana, baño privado, ropa de cama y toallas. Todas las habitaciones cuentan con nevera.

Feria Artesanal está a 41 km del alojamiento, y Puerto de Punta del Este está a 41 km. El aeropuerto (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 21 km."
Wiener Haus Hotel,US$99,"7,9",Bien,191,https://cf.bstatic.com/xdata/images/hotel/max1024x768/175399799.webp?k=bedceba830f52a237ad1d65e988969db45c236e83ec4e1746bb2653cf73021b5&o=,https://www.booking.com/hotel/uy/wiener-haus.es.html?aid=2410095,"Snack-bar, Llave de acceso, Prohibido fumar en todo el alojamiento, Servicios de belleza, Aire acondicionado, Cafetería en el alojamiento, Masaje de manos, Sombrillas, Español, Juegos de mesa / puzles, TV, Papel higiénico, Armario, Perchero, Servicios de depilación, Bidet, Tratamientos corporales, Masaje de cabeza, Acceso a pisos superiores solo mediante escaleras, Cámaras de seguridad fuera del alojamiento, Cámaras de seguridad en las zonas comunitarias, Detectores de humo, Albornoz, Terraza, Masajes, Portugués, Baños públicos, WiFi gratis, Baño privado, Cambio de moneda, Spa y centro de bienestar, Masaje de espalda, Enchufe cerca de la cama, Minibar, Tratamientos faciales, Restaurante, WC, Canales por cable, Playa, Guardaequipaje, Habitaciones familiares, Zona de spa / relajación, Bañera o ducha, Información turística, Masaje de cuello, Instalaciones de spa, Muebles de exterior, Ropa de cama, Teléfono, Exfoliación corporal, Tumbonas/sillas de playa, Inglés, Ducha, Masaje de pies, Toallas, Vistas a la ciudad, TV de pantalla plana, Alarma de seguridad, Calefacción, Hervidor eléctrico, Desayuno fabuloso, Habitaciones sin humo, Extintores, Masaje corporal completo, Proporciona factura, Servicio de habitaciones",Piriápolis,Uruguay,"Wiener Haus Hotel se encuentra en Piriápolis, a 2 min a pie de Playa de Piriápolis, y ofrece vistas a la ciudad. Este hotel de 3 estrellas ofrece terraza y habitaciones con aire acondicionado, wifi gratis y baño privado. El restaurante sirve platos de marisco y de cocina local, y el cafetería es ideal para tomar algo.

Todas las unidades incluyen TV de pantalla plana con canales por cable, minibar, hervidor, bidet, albornoces y armario. En el hotel, todas las habitaciones tienen ropa de cama y toallas.

Wiener Haus Hotel ofrece desayuno buffet o continental.

Playa Grande está a 2,9 km del alojamiento, y Estación de autobús de Punta del Este está a 39 km. El aeropuerto más cercano (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 21 km."
Hostería Miramar,US$95,"8,6",Fabuloso,452,https://cf.bstatic.com/xdata/images/hotel/max1024x768/229787194.webp?k=4ec31ac59b3290d1c5e3c183f5711f28046f09672dfeb6a594cb281624c3ba78&o=,https://www.booking.com/hotel/uy/hosteria-miramar.es.html?aid=2410095,"Terraza / solárium, Llave de acceso, Prohibido fumar en todo el alojamiento, Aire acondicionado, Español, TV, Papel higiénico, Armario, Bidet, Servicio de conserjería, Secador de pelo, Desayuno fantástico, Cámaras de seguridad fuera del alojamiento, Cámaras de seguridad en las zonas comunitarias, Detectores de humo, Terraza, Zona TV / salón de uso compartido, Baños públicos, Mobiliario exterior, WiFi gratis, Baño privado, Servicio de limpieza diario, Caja fuerte, Tarjeta de acceso, Enchufe cerca de la cama, Minibar, Restaurante, WC, Canales por cable, Playa, Guardaequipaje, Habitaciones familiares, Artículos de aseo gratis, Bañera o ducha, Situado frente a la playa, Información turística, Sombrillas, Tumbonas/sillas de playa, Ropa de cama, Inglés, Ducha, Toallas, TV de pantalla plana, Calefacción, Habitaciones sin humo, Extintores, Proporciona factura",Piriápolis,Uruguay,"La Hostería Miramar, situada frente a la playa, a 600 metros de la estación de autobuses, ofrece conexión Wi-Fi gratuita y desayuno buffet en Piriápolis. Incluye servicio de playa gratuito, que incluye toallas, sillas y sombrillas.

Las habitaciones de la Hostería Miramar cuentan con TV por cable, aire acondicionado y baño privado.

La Hostería Miramar se encuentra a 400 metros del casino y a 15 km del aeropuerto de Laguna del Sauce."
Casas Punta Negra,US$100,"7,8",Bien,41,https://cf.bstatic.com/xdata/images/hotel/max1024x768/85054084.webp?k=ed2916937e6a5077ec06532702e1dffada5bceecba93b780fe006a35236a95c2&o=,https://www.booking.com/hotel/uy/jam.es.html?aid=2410095,"Jardín, Barbacoa, Parking gratis, Terraza / solárium, Llave de acceso, Español, Terraza, Habitaciones familiares, Mobiliario exterior, WiFi gratis, Parking en la calle, Solárium, Habitaciones sin humo, Inglés, Zona de pícnic",Piriápolis,Uruguay,"El Casas Punta Negra se encuentra en Piriápolis y ofrece alojamiento, WiFi gratuita y barbacoa.

Los alojamientos del lodge disponen de cocina totalmente equipada con microondas, cafetera y tostadora. Algunos alojamientos incluyen zona de comedor y/o terraza.

Los huéspedes tienen acceso al solárium.

Punta del Este está a 27 km del alojamiento y el aeropuerto internacional Capitán Carlos A. Curbelo, el más cercano, a 12 km."
Hotel Ricadi,US$110,"8,6",Fabuloso,623,https://cf.bstatic.com/xdata/images/hotel/max1024x768/175607530.webp?k=617c29b800a8dd67ed493e4dd49e2067c05d92eacd623b55024f5b4d4e44e32b&o=,https://www.booking.com/hotel/uy/ricadi.es.html?aid=2410095,"Registro de entrada / salida privado, Fax / fotocopiadora, Prohibido fumar en todo el alojamiento, Aire acondicionado, Sofá, Ascensor, Servicio de despertador / alarma, Español, Juegos de mesa / puzles, TV, Papel higiénico, Armario, Suelo de baldosa / mármol, Bidet, Secador de pelo, Desayuno fantástico, Ping pong, Cámaras de seguridad en las zonas comunitarias, Detectores de humo, Para todas las edades, Masajes, Zona TV / salón de uso compartido, Sala de juegos, Mobiliario exterior, WiFi gratis, Baño privado, Servicio de limpieza diario, Piscina pequeña, Recepción 24 horas, Caja fuerte, Servicio de despertador, Enchufe cerca de la cama, Minibar, WC, Billar, Canales por cable, Guardaequipaje, Habitaciones familiares, Toallas de playa/piscina, Información turística, Tumbonas/sillas de playa, Ropa de cama, Teléfono, Inglés, Piscina climatizada, Ducha, Ventilador, Toallas, Piscina interior, TV de pantalla plana, Zona de juegos interior, Calefacción, Vistas al mar, Abierta todo el año, Extintores, Masaje corporal completo, Acceso a pisos superiores en ascensor, Proporciona factura",Piriápolis,Uruguay,"Este hotel se encuentra a 450 metros de la playa de Piriápolis y ofrece habitaciones con vistas espléndidas a la ciudad y al mar. Cuenta con bañera de hidromasaje y piscina climatizada. Proporciona WiFi gratis.

El Hotel Ricadi tiene una amplia sala de juegos con mesa de ping pong y ordenadores. Las zonas comunes disfrutan de vistas panorámicas al mar y a la bahía.

Las habitaciones del Ricadi tienen grandes ventanas panorámicas, aire acondicionado, TV por cable, minibar y baño privado con ducha.

En los balcones del comedor se sirve un desayuno buffet completo, con zumos, cruasanes y mermeladas.

La Rambla de los Argentinos se encuentra a 500 metros del Ricadi. El establecimiento cuenta con mostrador de información turística.

Se puede concertar un servicio de enlace con el aeropuerto internacional de Punta del Este, situado a 22 km."
Hotel Tamariz,US$112,"8,9",Fabuloso,409,https://cf.bstatic.com/xdata/images/hotel/max1024x768/414618120.webp?k=dca00ae5850191cf3fe1b2207d5536cd967171f8a84db780934e0dab2f4a808b&o=,https://www.booking.com/hotel/uy/tamariz.es.html?aid=2410095,"Fax / fotocopiadora, Prohibido fumar en todo el alojamiento, Aire acondicionado, Español, Juegos de mesa / puzles, Seguridad 24 horas, TV, Papel higiénico, Armario, Gimnasio, Cubierta para piscina, Adaptado para sillas de ruedas, Acceso a pisos superiores solo mediante escaleras, Secador de pelo, Cámaras de seguridad fuera del alojamiento, Cámaras de seguridad en las zonas comunitarias, Detectores de humo, Zona TV / salón de uso compartido, Portugués, Sala de juegos, WiFi gratis, Baño privado, Servicio de limpieza diario, Libros, DVD o música para niños, Recepción 24 horas, Caja fuerte, Servicio de despertador, Enchufe cerca de la cama, Juguetes para la piscina, Minibar, Parking gratis, WC, Canales por cable, Toallas de playa/piscina, Guardaequipaje, Artículos de aseo gratis, Sombrillas, Información turística, Tumbonas/sillas de playa, Ropa de cama, Inglés, Buen desayuno, Ducha, Piscina climatizada, Toallas, Piscina interior, TV de pantalla plana, Calefacción, Abierta todo el año, Habitaciones sin humo, Adaptado personas de movilidad reducida, Extintores, Proporciona factura",Piriápolis,Uruguay,"El Tamariz está situado a solo 100 metros de la playa y ofrece habitaciones elegantes con conexión Wi-Fi gratuita. La glamurosa ciudad de Punta del Este está a 40 km. Hay aparcamiento privado gratuito.

El Hotel Tamariz dispone de sala de estar con reproductor de DVD, suelo de moqueta, tonos bronceados y chimenea de piedra. El establecimiento cuenta con biblioteca, sala de juegos infantil, piscina climatizada y gimnasio.

Las habitaciones del Tamariz están equipadas con TV por cable, minibar y aire acondicionado. Cuentan con detalles de decoración contemporánea o camas adornadas. Algunas tienen balcón privado y todas disponen de baño privado con ducha, artículos de aseo y secador de pelo.

El desayuno bufé incluye cereales, pasteles, cruasanes y una gran variedad de panes y mermeladas.

La estación principal de autobuses de Piriápolis está a 8 calles y el aeropuerto de Laguna del Sauce, a 20 km."
Hotel American,US$75,"7,2",Bien,605,https://cf.bstatic.com/xdata/images/hotel/max1024x768/281339952.webp?k=ff71d8a02f2ba85c237f8f51426fdc329ac71b425451be526a634424eb14b2f9&o=,https://www.booking.com/hotel/uy/american.es.html?aid=2410095,"Snack-bar, Llave de acceso, Español, Aire acondicionado, Cafetería en el alojamiento, Seguridad 24 horas, TV, Papel higiénico, Armario, Bidet, Bar, Cámaras de seguridad fuera del alojamiento, Cámaras de seguridad en las zonas comunitarias, Detectores de humo, Horario de apertura, Para todas las edades, Parking adaptado para personas de movilidad reducida, WiFi gratis, Baño privado, Servicio de limpieza diario, De temporada, Parking en un garaje, Recepción 24 horas, Parking gratis, Protector de enchufes para niños, Restaurante, WC, Habitaciones familiares, Bañera o ducha, Ropa de cama, Buen desayuno, Ducha, Jardín, Toallas, Menús para dietas especiales (bajo petición), TV de pantalla plana, Alarma de seguridad, Calefacción, Habitaciones sin humo, Extintores, Piscina al aire libre, Servicio de habitaciones",Piriápolis,Uruguay,"Hotel American está en Piriápolis, a 3 min a pie de Playa de Piriápolis, y dispone de alojamiento con piscina de temporada al aire libre, parking privado gratis, jardín y restaurante. Este hotel de 3 estrellas tiene wifi gratis, servicio de habitaciones y recepción 24 horas. Hay bar.

En el hotel, cada habitación dispone de armario, TV de pantalla plana, baño privado, ropa de cama y toallas.

Playa Grande está a 2,9 km del alojamiento, y Estación de autobús de Punta del Este está a 40 km. El aeropuerto (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 21 km."
Playa Grande,US$75,"7,1",Bien,457,https://cf.bstatic.com/xdata/images/hotel/max1024x768/412064388.webp?k=898ea83bca54c31e0247119805a2ed7874219d89218639b290342f1d567f6d55&o=,https://www.booking.com/hotel/uy/playa-grande.es.html?aid=2410095,"Barbacoa, Suelo de madera o parquet, Desayuno, Español, Juegos de mesa / puzles, TV, Papel higiénico, Armario, Perchero, Bidet, Servicio de conserjería, Acceso a pisos superiores solo mediante escaleras, Detectores de humo, Ping pong, Cámaras de seguridad en las zonas comunitarias, Zona de juegos para niños, Zona TV / salón de uso compartido, Sala de juegos, Mobiliario exterior, WiFi gratis, Baño privado, Parking en la calle, Servicio de limpieza diario, Recepción 24 horas, Zona de pícnic, Enchufe cerca de la cama, Parking gratis, WC, Canales por cable, Playa, Guardaequipaje, Habitaciones familiares, Artículos de aseo gratis, Bañera o ducha, Situado frente a la playa, Información turística, Ropa de cama, Ducha, Ventilador, Jardín, Toallas, TV de pantalla plana, Alarma de seguridad, Zona de juegos interior, Habitaciones sin humo, Extintores, Proporciona factura, Bañera",Piriápolis,Uruguay,"El Playa Grande ocupa un edificio blanco elegante ubicado en Piriápolis, a solo 50 metros del barrio de Playa Grande. Sirve un desayuno gratuito y cuenta con conexión Wi-Fi gratuita y jardín exuberante.

Las habitaciones tienen un estilo tradicional con el suelo de madera y muebles de madera clara. Todas disponen de baño privado, TV de pantalla plana y ventilador y algunas incluyen canales por cable.

Además, el Playa Grande alberga una sala de juegos con futbolín y ping pong. Hay servicio de lavandería y servicio de habitaciones.

Justo al lado del hotel para el autobús número 8. El centro de Piriápolis está a 1,5 km, el aeropuerto de Laguna del Sauce se encuentra a 20 km y Punta del Este se halla a 30 km. Hay aparcamiento gratuito."
